Park,Park_Code,Site_Name,Station_Name,Event_Date,Marker_Horizon,Observation_Number,Depth_mm,Data_Processing_Level,Observation_Type,Core_Condition,Core_Type,Core_Notes
Cape Cod National Seashore,CACO,Hatches Harbor,H4,10/18/2018,C,3,22,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H4,10/18/2018,C,4,20,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H4,10/18/2018,B,4,15,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H5,10/19/2016,C,1,11,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,H5,10/19/2016,A,1,8,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,H5,10/19/2016,B,1,2,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,H5,10/19/2016,B,2,2,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,H5,10/19/2016,A,2,9,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,H5,10/19/2016,C,2,15,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,H5,10/19/2016,C,3,10,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,H5,10/19/2016,B,3,2,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,H5,10/19/2016,B,4,2,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,H5,6/27/2017,B,1,14,Raw,Standard observation,Good,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H5,6/27/2017,B,2,12,Raw,Standard observation,Good,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H5,6/27/2017,B,3,15,Raw,Standard observation,Good,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H5,6/27/2017,B,4,12,Raw,Standard observation,Good,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H5,6/27/2017,C,1,15,Raw,Standard observation,Poor,Plug,Sloppy wet core
Cape Cod National Seashore,CACO,Hatches Harbor,H5,6/27/2017,A,1,13,Raw,Standard observation,Poor,Plug,Sloppy wet core
Cape Cod National Seashore,CACO,Hatches Harbor,H5,6/27/2017,A,2,15,Raw,Standard observation,Poor,Plug,Sloppy wet core
Cape Cod National Seashore,CACO,Hatches Harbor,H5,6/27/2017,C,2,12,Raw,Standard observation,Poor,Plug,Sloppy wet core
Cape Cod National Seashore,CACO,Hatches Harbor,H5,10/23/2017,C,1,20,Raw,Standard observation,Fair,Plug,uneven layer
Cape Cod National Seashore,CACO,Hatches Harbor,H5,10/23/2017,C,2,15,Raw,Standard observation,Fair,Plug,uneven layer
Cape Cod National Seashore,CACO,Hatches Harbor,H5,10/23/2017,C,3,24,Raw,Standard observation,Fair,Plug,uneven layer
Cape Cod National Seashore,CACO,Hatches Harbor,H5,10/23/2017,C,4,20,Raw,Standard observation,Fair,Plug,uneven layer
Cape Cod National Seashore,CACO,Hatches Harbor,H5,10/23/2017,B,1,5,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H5,10/23/2017,A,1,4,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H5,10/23/2017,A,2,6,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H5,10/23/2017,B,2,5,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H5,10/23/2017,B,3,4,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H5,10/23/2017,A,3,6,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H5,5/8/2018,B,1,10,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H5,5/8/2018,A,1,13,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H5,5/8/2018,C,1,1,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H5,5/8/2018,C,2,2,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H5,5/8/2018,A,2,12,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H5,5/8/2018,B,2,6,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H5,5/8/2018,B,3,11,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H5,5/8/2018,A,3,13,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H5,5/8/2018,C,3,2,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H5,10/18/2018,B,1,18,Raw,Standard observation,Good,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H5,10/18/2018,B,2,15,Raw,Standard observation,Good,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H5,10/18/2018,B,3,14,Raw,Standard observation,Good,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H5,10/18/2018,B,4,19,Raw,Standard observation,Good,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H5,10/18/2018,A,1,17,Raw,Standard observation,Poor,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H5,10/18/2018,A,2,14,Raw,Standard observation,Poor,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/19/2016,A,1,2,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/19/2016,B,1,4,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/19/2016,C,1,2,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/19/2016,C,2,2,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/19/2016,B,2,4,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/19/2016,A,2,2,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/19/2016,A,3,2,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/19/2016,B,3,3,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/19/2016,C,3,3,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/19/2016,C,4,3,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/19/2016,B,4,3,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/19/2016,A,4,2,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,H6,6/27/2017,A,1,10,Raw,Standard observation,Good,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,6/27/2017,C,1,9,Raw,Standard observation,Good,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,6/27/2017,B,1,15,Raw,Standard observation,Good,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,6/27/2017,B,2,14,Raw,Standard observation,Good,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,6/27/2017,C,2,10,Raw,Standard observation,Good,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,6/27/2017,A,2,10,Raw,Standard observation,Good,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,6/27/2017,A,3,8,Raw,Standard observation,Good,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,6/27/2017,C,3,7,Raw,Standard observation,Good,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,6/27/2017,B,3,10,Raw,Standard observation,Good,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,6/27/2017,C,4,9,Raw,Standard observation,Good,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,6/27/2017,A,4,9,Raw,Standard observation,Good,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/23/2017,A,1,10,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/23/2017,B,1,9,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/23/2017,C,1,5,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/23/2017,C,2,5,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/23/2017,B,2,8,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/23/2017,A,2,5,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/23/2017,A,3,7,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/23/2017,B,3,5,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/23/2017,C,3,6,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/23/2017,C,4,5,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/23/2017,B,4,6,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,5/8/2018,A,1,4,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,5/8/2018,B,1,5,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,5/8/2018,C,1,1,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,5/8/2018,C,2,3,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,5/8/2018,B,2,8,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,5/8/2018,A,2,6,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,5/8/2018,A,3,8,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,5/8/2018,B,3,15,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,5/8/2018,C,3,5,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,5/8/2018,C,4,8,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,5/8/2018,B,4,15,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/18/2018,B,1,18,Raw,Standard observation,Good,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/18/2018,B,2,11,Raw,Standard observation,Good,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/18/2018,B,3,19,Raw,Standard observation,Good,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/18/2018,C,1,19,Raw,Standard observation,Poor,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/18/2018,C,2,17,Raw,Standard observation,Poor,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/18/2018,C,3,17,Raw,Standard observation,Poor,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/18/2018,A,1,9,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/18/2018,A,2,20,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,H6,10/18/2018,A,3,10,Raw,Standard observation,Unknown,Plug,
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,10/21/1998,A,1,0,Accepted,Standard observation,Not Sampled,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,10/21/1998,C,1,0,Accepted,Standard observation,Not Sampled,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,10/21/1998,B,1,0,Accepted,Standard observation,Not Sampled,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,10/21/1998,B,2,0,Accepted,Standard observation,Not Sampled,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,10/21/1998,C,2,0,Accepted,Standard observation,Not Sampled,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,10/21/1998,A,2,0,Accepted,Standard observation,Not Sampled,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,10/21/1998,A,3,0,Accepted,Standard observation,Not Sampled,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,10/21/1998,C,3,0,Accepted,Standard observation,Not Sampled,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,10/21/1998,B,3,0,Accepted,Standard observation,Not Sampled,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,4/14/1999,B,1,0,Accepted,Standard observation,Not Sampled,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,4/14/1999,B,2,0,Accepted,Standard observation,Not Sampled,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,4/14/1999,B,3,0,Accepted,Standard observation,Not Sampled,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,4/14/1999,B,4,0,Accepted,Standard observation,Not Sampled,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,4/14/1999,C,1,2,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,4/14/1999,A,1,8,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,4/14/1999,A,2,9,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,4/14/1999,C,2,3,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,12/15/1999,A,1,8.1,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,12/15/1999,B,1,10.8,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,12/15/1999,B,2,11,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,12/15/1999,A,2,8.8,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,12/15/1999,A,3,11.3,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,12/15/1999,A,4,8,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,2/10/2000,A,1,11.7,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,2/10/2000,B,1,7,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,2/10/2000,C,1,5.8,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,2/10/2000,C,2,5,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,2/10/2000,B,2,9,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,2/10/2000,A,2,12,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,2/10/2000,A,3,10.8,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,2/10/2000,B,3,11.2,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,2/10/2000,C,3,3.8,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,2/10/2000,C,4,4.6,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,2/10/2000,B,4,10,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,2/10/2000,A,4,12,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,5/11/2000,A,1,15.6,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,5/11/2000,B,1,19.4,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,5/11/2000,C,1,13.7,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,5/11/2000,C,2,13.8,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,5/11/2000,B,2,24.3,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,5/11/2000,A,2,19.8,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,5/11/2000,A,3,15.6,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,5/11/2000,B,3,25.8,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,5/11/2000,C,3,16.5,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,9/19/2000,A,1,16,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,9/19/2000,C,1,14,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,9/19/2000,B,1,15,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,9/19/2000,B,2,11,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
Cape Cod National Seashore,CACO,Hatches Harbor,HH1,9/19/2000,C,2,11,Accepted,Standard observation,Unknown,Unknown,Data Import Added Required Note
